bab,nomor_tabel,judul_tabel,wilayah,indikator,satuan,nilai_num,nilai_teks,flag,sumber
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Cipatujah,Luas Daerah,km2,241.99,"241,99",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Cipatujah,Jumlah Pulau,pulau,,-,nihil,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Karangnunggal,Luas Daerah,km2,153.26,"153,26",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Karangnunggal,Jumlah Pulau,pulau,,-,nihil,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Cikalong,Luas Daerah,km2,160.88,"160,88",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Cikalong,Jumlah Pulau,pulau,,-,nihil,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Pancatengah,Luas Daerah,km2,162.11,"162,11",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Pancatengah,Jumlah Pulau,pulau,,-,nihil,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Cikatomas,Luas Daerah,km2,142.21,"142,21",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Cikatomas,Jumlah Pulau,pulau,,-,nihil,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Cibalong,Luas Daerah,km2,61.74,"61,74",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Cibalong,Jumlah Pulau,pulau,,-,nihil,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Parungponteng,Luas Daerah,km2,50.5,"50,50",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Parungponteng,Jumlah Pulau,pulau,,-,nihil,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Bantarkalong,Luas Daerah,km2,64.15,"64,15",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Bantarkalong,Jumlah Pulau,pulau,,-,nihil,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Bojongasih,Luas Daerah,km2,51.86,"51,86",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Bojongasih,Jumlah Pulau,pulau,,-,nihil,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Culamega,Luas Daerah,km2,86.29,"86,29",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Culamega,Jumlah Pulau,pulau,,-,nihil,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Bojonggambir,Luas Daerah,km2,126.82,"126,82",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Bojonggambir,Jumlah Pulau,pulau,,-,nihil,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Sodonghilir,Luas Daerah,km2,101.53,"101,53",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Sodonghilir,Jumlah Pulau,pulau,,-,nihil,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Taraju,Luas Daerah,km2,62.99,"62,99",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Taraju,Jumlah Pulau,pulau,,-,nihil,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Salawu,Luas Daerah,km2,70.27,"70,27",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Salawu,Jumlah Pulau,pulau,,-,nihil,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Puspahiang,Luas Daerah,km2,57.65,"57,65",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Puspahiang,Jumlah Pulau,pulau,,-,nihil,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Tanjungjaya,Luas Daerah,km2,39.11,"39,11",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Tanjungjaya,Jumlah Pulau,pulau,,-,nihil,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Sukaraja,Luas Daerah,km2,46.48,"46,48",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Sukaraja,Jumlah Pulau,pulau,,-,nihil,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Salopa,Luas Daerah,km2,105.01,"105,01",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Salopa,Jumlah Pulau,pulau,,-,nihil,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Jatiwaras,Luas Daerah,km2,89.06,"89,06",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Jatiwaras,Jumlah Pulau,pulau,,-,nihil,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Cineam,Luas Daerah,km2,74.13,"74,13",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Cineam,Jumlah Pulau,pulau,,-,nihil,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Karangjaya,Luas Daerah,km2,45.98,"45,98",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Karangjaya,Jumlah Pulau,pulau,,-,nihil,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Manonjaya,Luas Daerah,km2,43.44,"43,44",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Manonjaya,Jumlah Pulau,pulau,,-,nihil,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Gunungtanjung,Luas Daerah,km2,47.78,"47,78",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Gunungtanjung,Jumlah Pulau,pulau,,-,nihil,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Singaparna,Luas Daerah,km2,20.11,"20,11",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Singaparna,Jumlah Pulau,pulau,,-,nihil,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Sukarame,Luas Daerah,km2,16.17,"16,17",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Sukarame,Jumlah Pulau,pulau,,-,nihil,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Mangunreja,Luas Daerah,km2,26.72,"26,72",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Mangunreja,Jumlah Pulau,pulau,,-,nihil,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Cigalontang,Luas Daerah,km2,145.67,"145,67",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Cigalontang,Jumlah Pulau,pulau,,-,nihil,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Leuwisari,Luas Daerah,km2,31.17,"31,17",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Leuwisari,Jumlah Pulau,pulau,,-,nihil,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Sariwangi,Luas Daerah,km2,38.55,"38,55",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Sariwangi,Jumlah Pulau,pulau,,-,nihil,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Padakembang,Luas Daerah,km2,19.55,"19,55",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Padakembang,Jumlah Pulau,pulau,,-,nihil,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Sukaratu,Luas Daerah,km2,42.72,"42,72",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Sukaratu,Jumlah Pulau,pulau,,-,nihil,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Cisayong,Luas Daerah,km2,50.32,"50,32",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Cisayong,Jumlah Pulau,pulau,,-,nihil,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Sukahening,Luas Daerah,km2,28.91,"28,91",ada,"Data Hasil Podes 2021, diolah"
Geografi,1.1.1,"Luas Daerah dan Jumlah Pulau Menurut Kecamatan, 2025",Sukahening,Jumlah Pulau,pulau,,-,nihil,"Data Hasil Podes 2021, diolah"
